title,link,pubDate,description,query
"Samsung unveils upgraded 2nm, 4nm processes",https://www.mobileworldlive.com/samsung/samsung-unveils-upgraded-2nm-4nm-processes/,,"Samsung updated its semiconductor process roadmap at its foundry forum in San Jose, targeting mass-production of a fourth generation 2nm chip in 2027 and an upgraded 4nm silicon in 2025.

At the Samsung Foundry Forum 2024, the company stated its latest 2nm process uses advanced backside power delivery network technology to improve power efficiency and lower temperatures. The SF2Z process node will be ready for mass production in 2027.

The new SF4U process, referred to as a high value 4nm variant, offers power, performance and area improvements using “optical shrink”, with mass production scheduled for 2025, the company said.

Choi Si-young, president of the company’s foundry business (pictured), stated high-performance, low-power semiconductors are key at a time when numerous technologies are evolving around AI.

He noted Samsung plans to introduce integrated, co-packaged optics technology for high-speed, low-power data processing.

The company also claimed its gate-all-around (GAA) transistor architecture is maturing in performance and yield.

Samsung noted preparations for the 1.4nm process (SF1.4) are “progressing smoothly, with performance and yield targets on track”, adding it is “actively shaping” future process technologies below 1.4nm through material and structural innovations.

Its first-generation 2nm process, SF2, will begin in 2025, with an upgraded SF2P version to be ready in 2026.

Data from TrendForce showed Samsung’s share of the foundry market in Q1 was flat year-on-year at 11 per cent, while rival Taiwan Semiconductor Manufacturing Company held 61.7 per cent.

Samsung was awarded a 2nm AI chip production contract from Japanese start-up Preferred Networks in February.

Last month, the chipmaker replaced the head of its semiconductor business as it pushes to gain on rival SK Hynix in the high bandwidth memory chip segment.",innovative freight processing technologies
San Francisco » Luxembourg Trade and Investment Office,https://www.san-francisco.investinluxembourg.us/,,"Luxembourg is firmly committed to supporting an economy that is both internationally competitive and long-term sustainable. A world-leading centre for green finance, the country is also the first EU member state to align and translate the twin goals of climate neutrality and leadership of the digital revolution into a single strategy.

With its pro-business environment and policies, solid economy, international talent pool and dynamic startup ecosystem, the most international country in Europe should definitely be on your map of countries to explore as you look to expand your business across Europe.",innovative shipping solutions investment
Saudi Arabia has successfully conducted its first air taxi trial,https://www.airtrafficmanagement.net/article/saudi-arabia-has-successfully-conducted-its-first-air-taxi-trial,3 часа назад,"In a historic move, Saudi Arabia has successfully conducted its first air taxi trial in Mecca, setting the stage for deployment in the coming years and transforming Hajj transportation for pilgrims.

Led by the General Authority of Civil Aviation (GACA), in collaboration with the Ministry of Transport and Logistics Services, the Ministry of Hajj, the Ministry of Interior, and Front End Limited Company, the trial featured an EH216-S pilotless eVTOL aircraft. Conducted in a low-risk area with protected airspace, this initiative is set to redefine the Hajj experience by enhancing mobility, reducing congestion, and promoting sustainability.

His Excellency Saleh Al-Jasser, Minister of Transport and Logistics Services, emphasized the trial's impact ""This groundbreaking trial is a pivotal step towards a faster, more efficient, and sustainable Hajj travel. Saudi Arabia is leveraging pioneering technologies to empower pilgrims with a seamless and sustainable pilgrimage experience.”

The trial provides invaluable insights and technical data to support GACA’s development of an Advanced Air Mobility (AAM) Roadmap, including a robust regulatory framework tailored to provide safe and sustainable air transport solutions for Hajj pilgrims. By significantly reducing travel and delivery times, air taxis can accelerate the mobility of pilgrims and goods and improve emergency medical services during Hajj. AAM solutions are projected to support tens of thousands of pilgrims and generate tens of millions in revenue by 2030.

His Excellency Abdulaziz Al-Duailej, President of GACA, highlighted the trial's significance ""This Air Taxi Trial marks a major advancement in integrating Advanced Air Mobility solutions into Saudi Arabia’s aviation landscape. GACA is committed to enabling new safe and sustainable forms of air transport, elevating travel for pilgrims and passengers across Saudi Arabia. This trial acts as a proof of concept for multiple use cases and contributes to the advancement of mobility solutions across the Kingdom.”

Mr. Majid Alghaslan, CEO of Front End, praised the collaboration ""Front End is paving the way to a new era in smart mobility solutions, potentially revolutionizing Hajj transportation. Aligned with Saudi Vision 2030, our purpose is to foster a ‘Connected Kingdom,’ serving as a gateway for our partners to access growth opportunities in Saudi Arabia and the wider region. This achievement stands as a testament to the power of government-private partnerships in accelerating new technology adoption. Partnering with EHang made this pioneering solution a reality.""

Saudi Arabia has invested hundreds of millions into AAM solutions to scale the sector, as the Saudi Aviation Strategy (SAS) transforms the Kingdom into the Middle East’s leading aviation hub by 2030. The strategy is unlocking more than $100 billion of investment, with passenger numbers growing by 26% in 2023 to 112 million. GACA hosted an AAM pavilion at the 2024 Future Aviation Forum in May, alongside an aviation investment showcase to enable investment in the aviation sector.",smart logistics platforms
Saurabh23/Vehicle-Fleet-Optimization,https://github.com/Saurabh23/Vehicle-Fleet-Optimization,,"Capstone analytics project for a Environment and waste management company on its trip level transaction data and GPS vehicle tracking data.

The objective here is to predict the service times required for a customer given the driver, vehicle and waste type, which helped the company to optimise the number of customers served in a given day by its fleet, adding significant business value.",fleet optimization startups
Scheduling vehicles in automated transportation systems,https://link.springer.com/chapter/10.1007/3-540-26686-0_11,Автор: M van der Heijden,"One of the major planning issues in large scale automated transportation systems is so-called empty vehicle management, the timely supply of vehicles to terminals in order to reduce cargo waiting times. Motivated by a Dutch pilot project on an underground cargo transportation system using Automated Guided Vehicles (AGVs), we developed several rules and algorithms for empty vehicle management, varying from trivial First-Come, First-Served (FCFS) via look-ahead rules to integral planning. For our application, we focus on attaining customer service levels in the presence of varying order priorities, taking into account resource capacities and the relation to other planning decisions, such as terminal management. We show how the various rules are embedded in a framework for logistics control of automated transportation networks. Using simulation, the planning options are evaluated on their performance in terms of customer service levels, AGV requirements and empty travel distances. Based on our experiments, we conclude that look-ahead rules have significant advantages above FCFS. A more advanced so-called serial scheduling method outperforms the look-ahead rules if the peak demand quickly moves amongst routes in the system.",fleet management technology pilot project
Scythe Robotics rolls out autonomous lawnmower with ...,https://resources.nvidia.com/en-us-jetson-success-stories/scythe-autonomous-lawnmower,,NVIDIA websites use cookies to deliver and improve the website experience. See our cookie policy for further details on how we use cookies and how to change your cookie settings.,cutting-edge parcel delivery startups
Sea freight: a key lever to reduce transport emissions,https://climateactionaccelerator.org/solutions/sea_freight/,,"There are several ways to increase an organisation’s share of sea freight. Accurate and contextualised annual international order planning and detailed knowledge of each stage of the order are key elements of change.

The planning work should be carried out in close collaboration with users of the goods ordered and procurement managers. Decentralising storage sites and developing regional logistics hubs as close as possible to project sites reduces transport times and distances, and also encourages local purchasing.",transportation startup accelerator
SeaAhead and New England Aquarium announce launch ...,https://www.neaq.org/about-us/press-room/press-releases/seaahead-and-new-england-aquarium-announce-launch-of-blueswell-incubator-program/,,"Applications now open for innovators looking to bring ocean sustainability solutions out of the lab

BOSTON, MASS. (June 18, 2020) – SeaAhead, Inc. and the New England Aquarium have announced the launch of the BlueSwell Incubator Program (BlueSwell), New England’s first dedicated, comprehensive early-stage bluetech incubator. BlueSwell is designed to support the creation and growth of startups with solutions that have the potential for significant impact on ocean sustainability and global resilience.

BlueSwell will catalyze new business creation by providing a direct (non-dilutive) grant of $35,000 to founders with a new ocean-related technology or business model innovation. Areas of particular opportunity for entrepreneurs include offshore renewable energy, sustainable seafood, maritime decarbonization, marine pollution, and resilient waterfronts. The program builds on New England’s diverse and unique ocean-related capabilities to provide a support infrastructure for new businesses, including direct access to leaders and experts from industry, academia, government, and ocean conservation. The BlueSwell program includes a tailored 20-week curriculum, mentorship from SeaAhead and the Aquarium’s research arm, the Anderson Cabot Center for Ocean Life, an extended network of advisors, and coworking for the length of the program.

The BlueSwell Program will be located at the SeaAhead Bluetech Innovation Hub at CIC (Cambridge Innovation Center) Boston. The Bluetech Innovation Hub opened in 2019 as the first ocean-focused coworking space in Boston, with the goal of connecting the venture ecosystem in Boston’s urban core with relevant industry and ocean-related research institutions throughout New England. CIC has a strong track record of helping to grow new economic clusters in Greater Boston and recognized early the potential this sector has to drive economic growth in the region.

The New England Aquarium’s 50-year history as a regional leader in global ocean conservation reflects its mission to be a catalyst for global change through public engagement, innovative scientific research, and advocacy. “Human use of our ocean is vital to global health and the economy, including food and energy security, commerce, and the climate crisis,” said Dr. John Mandelman, Vice President and Chief Scientist at the New England Aquarium. “At the same time, this must be done responsibly and collaboratively, and an influx of new methods and technologies are helping to pave the way. The Northeast region contains both a thriving innovation landscape and robust set of ocean experts and assets, and through this program, we aim to combine these elements to foster sustainable, balanced, and equitable use of the ocean.”

SeaAhead’s Executive Director, Alissa Peterson, added, “Emerging businesses require a community to invest in their success—including mentorship, seed capital, and access to government, university, and corporate resources. Through BlueSwell we will support a diverse group of new bluetech founders as they bring their technologies out of the lab. The program will provide a critical bridge for new venture ideation tied to ocean sustainability, building the skills and knowledge base required for founders to raise commercial capital to support their growing startups.”

The BlueSwell program is free to the selected entrepreneurs, which is made possible by sponsoring foundations, companies and individuals that prioritize the ocean as a source of solutions, including Giant Shoulders and Goodwin Proctor.

Applications opened for the program on June 18, 2020 and will close on August 9, 2020. A webinar will be held on Friday, June 26 at 10 a.m. ET to review the program and applications. Please see the website for more information.

About SeaAhead

SeaAhead is a benefit corporation, founded in Boston, with the mission of supporting venture innovation for the ocean. We are creating a bluetech startup platform, helping to build companies through our BlueSwell incubator, facilitating investments through the Blue Angels and catalyzing a bluetech cluster in the Northeast. Our ecosystem includes technologists, scientists, startups, foundations, corporations, governments and other ocean stakeholders that are coming together to create impact in areas including greener shipping and ports, aquaculture and fishery processes, offshore alternative energy and resilient waterfronts. SeaAhead’s bluetech mandate also includes scalable solutions to marine debris and ocean-centric approaches to the challenges of climate change.

About New England Aquarium

The New England Aquarium is a global leader in marine science and conservation. With more than 1.3 million visitors a year, the Aquarium is one of the premier visitor attractions in Boston and a major public education resource for the region. Building on the Aquarium’s 50-year legacy of protecting the blue planet and advocating for vital and vibrant oceans, the Anderson Cabot Center for Ocean Life, established in 2016, leads the way in cutting-edge applied marine research and data-driven conservation, offering practical solutions to mitigate human impacts on our ocean.

About CIC

CIC is a global leader in building and operating innovation communities. Founded in 1999 in Cambridge, MA, CIC is one of the first companies worldwide to create a workplace community for innovators and entrepreneurs. CIC’s mission is to find solutions that fix the world’s problems. As of 2020, CIC has approximately 1.2M square feet (110K m2) open and in development in nine cities. The company has supported over 6,500 startup and technology companies, and over $8 billion has been invested in companies that began within CIC spaces. The company has cofounded a number of mission-aligned organizations including Venture Café, District Hall, Impact Hub Boston, LabCentral, and MassRobotics. Over the next ten years, CIC plans to grow its network of innovation hubs to create positive impact in 50 leading cities around the world.

MEDIA CONTACT:

Pam Bechtold Snyder, psnyder@neaq.org; 617-686-5068",parcel delivery startup incubator
"Senegal's logistics tech startup ""charge'l"" making waves",https://www.gaaraas.com/fr/posts/senegal-s-logistics-tech-startup-charge-l-making-waves,31 мая 2024 г.,"Senegal's Logistics Tech Startup ""Charge'l"" Making Waves

Senegal's burgeoning startup scene continues to foster innovation across various sectors, with logistics being no exception. ""Charge'l,"" a homegrown logistics tech startup, is gaining traction for its innovative solutions aimed at addressing transportation challenges in the region. Let's delve into the story of Charge'l and its impact on the Senegalese logistics landscape.

Source

Introduction to Charge'l: Revolutionizing Logistics in Senegal

Charge'l has emerged as a frontrunner in Senegal's logistics sector, offering cutting-edge solutions to streamline transportation processes and enhance efficiency. Founded by a team of visionary entrepreneurs, Charge'l is on a mission to revolutionize the way goods are transported and managed across Senegal and beyond.

The Brainchild of Senegalese Entrepreneurs

At the heart of Charge'l's success story are the Senegalese entrepreneurs who conceptualized and brought the startup to life. Driven by a passion for innovation and a desire to address real-world challenges, these entrepreneurs have leveraged technology to create sustainable and scalable solutions for the logistics industry.

Addressing Transportation Challenges in Senegal

Senegal, like many other African countries, faces unique transportation challenges, including inadequate infrastructure, traffic congestion, and inefficient logistics processes. Charge'l seeks to address these challenges by offering a range of tech-driven solutions designed to optimize transportation routes, improve delivery times, and reduce costs for businesses.

The Role of Technology in Charge'l's Solutions

Technology lies at the core of Charge'l's offerings, enabling the startup to develop innovative solutions tailored to the needs of the Senegalese logistics market. From advanced route optimization algorithms to real-time tracking systems, Charge'l harnesses the power of technology to streamline operations and deliver value to its customers.

Empowering Businesses with Data-Driven Insights

Charge'l's platform provides businesses with valuable insights and analytics to optimize their logistics operations. By leveraging data on transportation routes, vehicle performance, and delivery schedules, businesses can make informed decisions that drive efficiency and cost savings.

Supporting Sustainable Logistics Practices

In addition to enhancing efficiency, Charge'l is committed to promoting sustainable logistics practices in Senegal. By optimizing transportation routes and reducing unnecessary emissions, Charge'l contributes to environmental conservation efforts while helping businesses operate more sustainably.

Collaborating for Greater Impact

Charge'l recognizes the importance of collaboration in driving innovation and impact. The startup partners with government agencies, NGOs, and other stakeholders to address systemic challenges in the logistics sector and create lasting change.

Expanding Horizons: The Future of Charge'l

As Charge'l continues to gain momentum in Senegal, the startup has its sights set on expansion into new markets and sectors. With a commitment to innovation, sustainability, and impact, Charge'l is poised to make a lasting impression on the African logistics landscape and beyond.

Conclusion

In conclusion, Charge'l represents a shining example of Senegal's entrepreneurial spirit and innovation ecosystem. By harnessing the power of technology and collaboration, Charge'l is transforming the logistics landscape in Senegal and driving positive change for businesses, communities, and the environment. As the startup continues to grow and evolve, its impact is poised to ripple across the African continent, shaping the future of logistics for years to come.",logistics tech startup collaboration
Serena Ventures Leads $2.1 Million Funding Round to Propel ...,https://www.joinluminous.com/blog/serena-ventures-leads-2.1-million-funding-round-to-propel-luminous-as-the-premier-e-commerce-supply-chain-and-inventory-solution,,"Luminous, a new software company out of Utah, is thrilled to announce its recent partnership with Serena Ventures, a renowned venture firm founded by tennis champion Serena Williams. With Serena Ventures' strategic investment, Luminous is poised to accelerate its mission of revolutionizing the world of e-commerce by becoming the leading supply chain and inventory tool for businesses in this rapidly expanding sector.

Luminous recognizes the critical need for advanced, adaptable solutions in the e-commerce space. As e-commerce companies continue to experience exponential growth, they require agile and scalable platforms to effectively manage their supply chain and inventory operations. However, the existing market offerings fail to meet these evolving needs, either providing limited functionality or burdening businesses with over-implemented and inflexible systems.

By securing the support of Serena Ventures, Luminous is poised to bridge this gap and provide e-commerce businesses with a comprehensive yet nimble platform that aligns with their unique requirements. Serena Ventures' investment further validates Luminous' vision and positions the company as a frontrunner in transforming backend systems to match the evolution of modern e-commerce companies.

""We recognized a significant gap in the market when it comes to supply chain and inventory solutions for e-commerce companies,"" explains Jared Ward, CEO of Luminous.

""This investment from Serena Ventures will help propel us forward as we continue to innovate and provide cutting-edge solutions that empower the modern ecommerce business to thrive in this dynamic market.""

""We are thrilled to partner with Luminous and be a part of their mission to transform the supply chain and inventory landscape in the e-commerce industry. Their innovative approach and commitment to empowering businesses aligned well with our values at Serena Ventures."" - Serena Williams

As Luminous continues to innovate and collaborate with industry leaders, its vision of becoming the number one supply chain and inventory tool for e-commerce companies is rapidly becoming a reality.",3PL startup strategic investment
Service Process & Innovation Sprint Live Online Program,https://csl.wpcarey.asu.edu/service-process-innovation-sprint-online-course,,"Earn Your Digital Badge From the Top Ranking W. P. Carey School of Business

ASU’s W. P. Carey School of Business is ranked as one of the top business schools in the country by US News and World Report, The Princeton Review, The Economist, The Financial Times, and more. Recently ranked by US News and World Report as the #1 program in online marketing programs, and #6 in online MBA programs, W. P. Carey continues to excel as a leader in academics, groundbreaking research, and student outcomes.

Upon completing the course, you will earn a professional certificate and a digital badge that you can display on your Linkedin, signature line, social media, or however you see fit. Your badge and certificate will serve to showcase your earned advanced abilities in service design, process, innovation, and leadership.",innovative freight processing technologies
Services for Logistics Tech Companies,https://emaxlabz.com/services-for-logistics-tech-companies/,,"Logistics Tech Companies refers to the companies that provide Information Technology solutions and services focusing on the logistics sector. This can include application development software, solutions for IT services, document verification, backend data management. etc.

Over the years, our experts at eMaxlabz Solutions have built a repertoire among our client partners for delivering great value at extremely reasonable, competitive rates. Our clients have been able to greatly reduce costs and improve efficiency by outsourcing their logistics and technical needs ranging from data entry and manual data verification to outbound calling and B2B marketing,

Our panel of experts are professionals at backend data management and document processing. We work around the clock to deliver superior results that make a difference to our client’s bottom line. Our clients can expect increased efficiency and reduced wait times as we render top-notch services and IT solutions.

Through our extensive experience and developed skills in the industry, we work closely with logistics tech companies to help bring effective solutions using multi-channel marketing, email marketing, cold calling, database building, lead generation and demand generation. Our team works as an extension of our clients in order to allow them to use their resources in other core sectors while being able to outsource their IT and technical needs at competitive rates.

We are experts in the field of B2B marketing, covering various facets of multi-channel marketing solutions and services within target management, database management, call center and BPO services, and digital marketing solutions.

We provide great value in the field of backend support operations, data verification of documents that require manual verification, data entry and product support allowing our client partners greater flexibility in the way they work, further contributing to increased revenue and profit.",logistics tech startup collaboration
Setting the Startup Accelerator Pedal,https://www.forentrepreneurs.com/setting-the-startup-accelerator-pedal/,,"Startups frequently make one of two mistakes: spending too much money, or spending too little money. A key job of the CEO is knowing where to set the startup accelerator pedal. In a recent series of three blog posts published in GigaOm, I discuss the three key phases of a startup lifecycle, and how each phase requires a different focus, and approach to spending.

The three blog posts can be found here:

Part 1: Accelerate Your Startup: Tuning the Engine

Part 2: Accelerate Your Startup: Adding Gas to the Tank

Part 3: Accelerate Your Startup: It’s Time to Floor It

The diagram below summarizes the three phases and the different approaches to spending.",parcel delivery startup incubator
Shanghai Ship and Shipping Research Institute (SSSRI),https://www.sssri-marin-jv.com/%E5%85%B3%E4%BA%8E%E6%88%91%E4%BB%AC-2/sssri/,,"Shanghai Ship and Shipping Research Institute (SSSRI)

Shanghai Ship and Shipping Research Institute (SSSRI), the biggest comprehensive communications technology R&D base in China, was founded in 1962. It was formerly a unit directly under the Ministry of Communications. In 2003 it was restructured as the science and technology corporation under the State Owed Assets Administration，State Council.

SSSRIs R&D effort covers development of new type ships, transportation technology, marine engine control systems, navigation safety, telecommunications, environment engineering, automation of industry process, intelligent traffic engineering, port facilities and energy-saving technology etc. Meanwhile, the SSSRI carries out certification, evaluation, development, design, manufacture and commercialization for new technique, new equipment and system engineering; besides, the institute engages in services such as technology consultation and project contracting and supervision.

The institute has been awarded certificates class A on environment impact assessment, environment engineering, surveyal design and engineering consultation, certificates class B on architecture engineering design, construction supervision and facilities installation and other qualified certificates such as highway system construction etc. The SSSRI passed ISO9000 certification in 1997.

The Institute currently has nearly 1000 staff, among which there are more than 700 technical staff and near half of them are senior rank holders including researchers, master or doctor degree holders, 4 experts with the “excellent middle-aged and young expert” title and 50-odd technologists with the National Specialist Allowance. The institute has been authorized by the State Council Academic Degree Committee to offer Master degree programs in 4 disciplines including communications system, traffic control engineering, naval architecture and marine engine engineering.

Since its establishment, the SSSRI has archived 1075 items of scientific research achievements and has been awarded 289 assorted prizes in invention, new products and science and technology progress at national, ministerial and Shanghai Municipal levels. Over the past decades, the SSSRI has been granted 28 patent rights.

With the opening of our state as the drive and the concept of “cooperative, practical, innovative, contributive” coupled with the progress in economic and ethics, the Institute has been awarded glorious titles such as “Model Unit”, “Red Flag Unit” and “Advanced Science and Technology Institute” etc. by State Council, Ministry of Communications and Shanghai Municipal Government.

For more information please go to www.sssri.com.",freight technology R&D cooperation
Shared Autonomous Vehicle Pilot Program,https://ccta.net/projects/shared-autonomous-vehicle-pilot-program/,,"CCTA is leading a pilot demonstration project to test an electric, low-speed, multi-passenger autonomous vehicle manufactured by EasyMile that are not equipped with a steering wheel, brake pedal, or accelerator. These vehicles can help connect residents to existing transit options, schools, and business centers with zero emission, and offer a smart solution to the first- and last-mile challenge. We have been coordinating with the National Highway Traffic Safety Administration (NHTSA) to ensure this pilot project is conducted as safely as possible.

And in March of this year, CCTA received permission from the Department of Motor Vehicles to deploy the first-ever shared autonomous vehicle on public roads in California. We believe these vehicles show great promise and are poised to become a cornerstone of publicly-accessible shared vehicle technology for Mobility-on-Demand (MOD) programs worldwide.",fleet management technology pilot project
Ship Technology Excellence Awards 2024: Martechnic,https://www.ship-technology.com/excellence-awards/featured-company/2024-martechnic/,,"Martechnic, an oil quality management solutions provider headquartered in Hamburg, Germany, has won an award in the Environmental Category in the 2024 Ship Technology Excellence Awards.

The company’s innovative, patent-pending test device MT COOLANT CHECK has been recognised for offering a non-chemical and environmentally friendly approach to engine coolant quality assessment, marking a significant stride towards sustainable predictive maintenance practices in the maritime industry.

The Ship Technology Excellence Awards celebrate the greatest achievements and innovations in the industry. Powered by the business intelligence of GlobalData, the programme provides a platform to recognise the people and companies that are driving change.

A sustainable shift in coolant testing

Traditionally, on-board engine coolant testing has relied on the complex physical and/or chemical analyses of individual parameters (chlorides, nitrite additives, pH etc.) to evaluate the sufficiency of the anti-corrosion effect of the coolant in use. Different chemicals, predominantly classified as hazardous products, are utilised for the analyses. Martechnic’s own test kits COOLANT AND LUBE OIL and MT COOLING WATER CHECK have been part of this conventional approach.

Test Device MT COOLANT CHECK (Patent Pending): Non-chemical Approach to Engine Cooling System Predictive Maintenance

Instead, the test device MT COOLANT CHECK offers the environmentally friendly alternative measurement method. The engine coolant quality and its anti-corrosive protection is determined by means of the electrotechnical apparatus, with constant (corrosion-resistant) and working/changeable (corrosion-prone) electrodes in a simulated engine cooling system.

No chemicals are required at all. The device, thereby, eliminates the use of harmful substances and reduces environmental risks, especially to marine ecosystems.

Technical excellence and environmental responsibility

The MT COOLANT CHECK simplifies the testing process by analysing water-based coolants with just one single measurement through a single coolant sample in a simulated cooling system, delivering results in just 15 minutes. All the evaluation is carried out fully automatically.

Furthermore, the company has introduced the “Lagner” (lag) as a new unit of measurement. This value is central to assess the remaining corrosion protection of the engine coolant in use.

If the anti-corrosive effect of the coolant is insufficient, the device can calculate the precise dosing rate of the chemical additive required to add, if any, by entering the following available data provided in the manufacturer’s coolant specifications:

CW (cooling water) volume in m3 Dosing method: liquid or powder Dosing factor: l/m3 or kg/m3

To replace the use of disposable pH test strips, the pH value of the coolant can be also measured through the integration of a separate optional pH electrode into the sensing head of the test device MT COOLANT CHECK.

On the basis of the data received, the maintenance crew on-board a vessel receives a clear recommendation to further actions if required.

Automatic assessment of the coolant’s anti-corrosive protection with recommendation to action

Eco-friendly manufacturing for a greener future

Test Kit MT COOLANT CHECK (Patent Pending) incl. Electrodes and Accessories

Martechnic employs sustainable manufacturing practices for the MT COOLANT CHECK device. The electrodes, made from steel and stainless steel, are far less resource-intensive to produce than the chemicals and plastic bottles of traditional test kits. The materials used in the device are easily recyclable, contributing to a circular economy and reducing the overall environmental impact.

Enhancing predictive maintenance and reducing waste

The MT COOLANT CHECK‘s role in advancing predictive maintenance practices has been a key factor in its award recognition. By offering precise and timely maintenance recommendations, the device helps to avoid unnecessary coolant changes and wastage. The long-lasting electrodes also contribute to waste reduction, making the solution not only environmentally friendly, but also cost-effective for ship operators.

Furthermore, by replacing a series of individual tests, the device saves valuable time and resources, allowing for more efficient maintenance schedules.

Company Profile

Oil Quality Management: Condition Monitoring of Fuel, Lube & Hydraulic Oil and Cooling Water

More Than 25 Years of Tradition and Innovation

Martechnic was established in 1997. Since its founding, the company has become a leading expert in oil quality management. A small family-owned business has succeeded to secure its international recognition and a solid niche market position of technical solutions for condition monitoring of fuel, lube, and hydraulic oil. In March 2022 Martechnic celebrated its 25th corporate anniversary.

A cornerstone of the business’s philosophy and practice has been the combination of two principles: tradition and innovation. Using the benefits of past knowledge and experience, Martechnic focuses on innovative technology and offers its customers oil and cooling water test analysis equipment for on-site application.

The company designs, develops and manufactures a wide range of high-quality products: oil test devices and oil test kits, intelligent oil sensor technology, cooling water testing equipment, oil sampling bottles and ultrasonic cleaning equipment. A global network of Martechnic’s partner companies provides for 24-hour customer service, quick order processing and worldwide delivery.

Company’s Vision and Mission

For over 25 years Martechnic’s oil analysis solutions have been an effective tool to support smooth running, optimal and reliable performance as well as cost-effective maintenance of on-board machinery, engine, and equipment. The adoption of oil condition monitoring practices or in-service oil testing allows engine operators to routinely measure, monitor and analyse crucial oil parameters directly on board a vessel. Thereby any off-specification issues (e.g., degradation of the oil quality or abnormal wear) or changes in the oil condition (e.g., contamination) can be detected before an actual problem occurs. Such an early-warning mechanism enables adequate preventive maintenance actions: continuous information on engine performance can help fixing relatively minor problems to avoid possible costly engine failures, major damages, and uncontrolled downtimes.

Successful implementation of oil condition monitoring programs can also help to comply with international norms and standards of environmental protection aiming at minimising environmental impact, supporting sustainable development, and saving precious resources.

Areas of Expertise

Oil Test Devices and Test Kits

Oil Analysis with Intelligent Sensor Technology

Cooling Water Testing Equipment

Oil Sampling

Ultrasonic Cleaning Equipment

Martechnic GmbH

Adlerhorst 4

D-22459 Hamburg

Germany

Tel: +49 (040) 853 128 0

Links",innovative freight processing technologies
Ship finance practices in major shipbuilding economies,https://www.oecd-ilibrary.org/science-and-technology/ship-finance-practices-in-major-shipbuilding-economies_e0448fd0-en,Автор: L Daniel,"This report presents an overview and trends of the ship finance practices in major shipbuilding economies. Ship finance is a broad term that involves corporate financial management of shipping companies and shipyards as well as new-building finance. Shipping companies need funds in order to refinance their debts, to sustain their working capital and to acquire vessels. Shipyards also need to finance their working capital before delivering orders and receiving full payments. There are two main sources of capital allowing shipping companies to finance their businesses; raising money through equity financing (sales of shares) or debt (loans and bonds). In the case of shipbuilding, debt financing includes using leasing schemes. Given the fact that the maritime industry is highly capital intensive, and with the 2008 Global Financial Crisis’ depressing effects on global economy and international trade, its financing has become critical for the shipbuilding sector and shipping companies around the world.",shipping technology investment
